dataset,minsup,algorithm,run_type,run_id,campaign_id,group,status,patterns,mining_s,wall_s,external_mem_mb,log_path
D50C20T20N2.5S6I4,30%,TriBack-Clo,measured,2,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,28.008,28.008,476.18910217285156,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S6I4_0.3_run2_20260129_132539.log
D50C20T20N2.5S6I4,30%,TriBack-Clo,measured,1,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,29.347,29.347,487.8813018798828,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S6I4_0.3_run1_20260129_132539.log
D50C20T20N2.5S6I4,30%,CloSpan,warmup,1,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,63.741,63.741,834.1297149658203,logs_fig15/CloSpan_D50C20T20N2.5S6I4_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S6I4,30%,CloSpan,measured,3,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,61.051,61.051,3951.8446350097656,logs_fig15/CloSpan_D50C20T20N2.5S6I4_0.3_run3_20260129_132539.log
D50C20T20N2.5S6I4,30%,CloSpan,measured,2,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,62.733,62.733,4024.5395126342773,logs_fig15/CloSpan_D50C20T20N2.5S6I4_0.3_run2_20260129_132539.log
D50C20T20N2.5S6I4,30%,CloSpan,measured,1,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,63.301,63.301,4189.662208557129,logs_fig15/CloSpan_D50C20T20N2.5S6I4_0.3_run1_20260129_132539.log
D50C20T20N2.5S6I4,30%,CloFast,warmup,1,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,,,19541.235237121582,logs_fig15/CloFast_D50C20T20N2.5S6I4_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S6I4,30%,CloFast,measured,3,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,,,20394.30372619629,logs_fig15/CloFast_D50C20T20N2.5S6I4_0.3_run3_20260129_132539.log
D50C20T20N2.5S6I4,30%,CloFast,measured,2,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,,,19848.953819274902,logs_fig15/CloFast_D50C20T20N2.5S6I4_0.3_run2_20260129_132539.log
D50C20T20N2.5S6I4,30%,CloFast,measured,1,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,,,18954.37858581543,logs_fig15/CloFast_D50C20T20N2.5S6I4_0.3_run1_20260129_132539.log
D50C20T20N2.5S6I4,30%,ClaSP,warmup,1,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,148.028,148.028,23196.112953186035,logs_fig15/ClaSP_D50C20T20N2.5S6I4_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S6I4,30%,ClaSP,measured,3,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,149.698,149.698,23637.666122436523,logs_fig15/ClaSP_D50C20T20N2.5S6I4_0.3_run3_20260129_132539.log
D50C20T20N2.5S6I4,30%,ClaSP,measured,2,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,147.263,147.263,23600.51567840576,logs_fig15/ClaSP_D50C20T20N2.5S6I4_0.3_run2_20260129_132539.log
D50C20T20N2.5S6I4,30%,ClaSP,measured,1,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,151.421,151.421,23077.01424407959,logs_fig15/ClaSP_D50C20T20N2.5S6I4_0.3_run1_20260129_132539.log
D50C20T20N2.5S6I4,30%,BIDE+,warmup,1,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,35.518,35.518,13059.119941711426,logs_fig15/BIDE+_D50C20T20N2.5S6I4_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S6I4,30%,BIDE+,measured,3,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,35.387,35.387,12449.72134399414,logs_fig15/BIDE+_D50C20T20N2.5S6I4_0.3_run3_20260129_132539.log
D50C20T20N2.5S6I4,30%,BIDE+,measured,2,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,34.808,34.808,12466.527015686035,logs_fig15/BIDE+_D50C20T20N2.5S6I4_0.3_run2_20260129_132539.log
D50C20T20N2.5S6I4,30%,BIDE+,measured,1,20260129_132539,D50C20T20N2.5S6I4_0.3_group,OK,320,35.299,35.299,13065.68025970459,logs_fig15/BIDE+_D50C20T20N2.5S6I4_0.3_run1_20260129_132539.log
D50C20T20N2.5S6I2,30%,TriBack-Clo,warmup,1,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,30.924,30.924,496.62054443359375,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S6I2_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S6I2,30%,TriBack-Clo,measured,3,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,31.036,31.036,528.0896987915039,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S6I2_0.3_run3_20260129_132539.log
D50C20T20N2.5S6I2,30%,TriBack-Clo,measured,2,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,31.025,31.025,527.5733184814453,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S6I2_0.3_run2_20260129_132539.log
D50C20T20N2.5S6I2,30%,TriBack-Clo,measured,1,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,30.724,30.724,496.4029846191406,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S6I2_0.3_run1_20260129_132539.log
D50C20T20N2.5S6I2,30%,CloSpan,warmup,1,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,70.376,70.376,4093.1027297973633,logs_fig15/CloSpan_D50C20T20N2.5S6I2_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S6I2,30%,CloSpan,measured,3,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,69.037,69.037,3301.2709350585938,logs_fig15/CloSpan_D50C20T20N2.5S6I2_0.3_run3_20260129_132539.log
D50C20T20N2.5S6I2,30%,CloSpan,measured,2,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,74.071,74.071,11331.98609161377,logs_fig15/CloSpan_D50C20T20N2.5S6I2_0.3_run2_20260129_132539.log
D50C20T20N2.5S6I2,30%,CloSpan,measured,1,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,70.63,70.63,3712.258102416992,logs_fig15/CloSpan_D50C20T20N2.5S6I2_0.3_run1_20260129_132539.log
D50C20T20N2.5S6I2,30%,CloFast,warmup,1,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,,,13037.303520202637,logs_fig15/CloFast_D50C20T20N2.5S6I2_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S6I2,30%,CloFast,measured,3,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,,,9263.725540161133,logs_fig15/CloFast_D50C20T20N2.5S6I2_0.3_run3_20260129_132539.log
D50C20T20N2.5S6I2,30%,CloFast,measured,2,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,,,10669.315437316895,logs_fig15/CloFast_D50C20T20N2.5S6I2_0.3_run2_20260129_132539.log
D50C20T20N2.5S6I2,30%,CloFast,measured,1,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,,,9893.116989135742,logs_fig15/CloFast_D50C20T20N2.5S6I2_0.3_run1_20260129_132539.log
D50C20T20N2.5S6I2,30%,ClaSP,warmup,1,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,168.497,168.497,18554.022689819336,logs_fig15/ClaSP_D50C20T20N2.5S6I2_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S6I2,30%,ClaSP,measured,3,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,166.28,166.28,15979.29150390625,logs_fig15/ClaSP_D50C20T20N2.5S6I2_0.3_run3_20260129_132539.log
D50C20T20N2.5S6I2,30%,ClaSP,measured,2,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,167.805,167.805,18414.911735534668,logs_fig15/ClaSP_D50C20T20N2.5S6I2_0.3_run2_20260129_132539.log
D50C20T20N2.5S6I2,30%,ClaSP,measured,1,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,166.217,166.217,14361.669334411621,logs_fig15/ClaSP_D50C20T20N2.5S6I2_0.3_run1_20260129_132539.log
D50C20T20N2.5S6I2,30%,BIDE+,warmup,1,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,40.733,40.733,12519.08243560791,logs_fig15/BIDE+_D50C20T20N2.5S6I2_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S6I2,30%,BIDE+,measured,3,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,41.792,41.792,12885.008224487305,logs_fig15/BIDE+_D50C20T20N2.5S6I2_0.3_run3_20260129_132539.log
D50C20T20N2.5S6I2,30%,BIDE+,measured,2,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,41.846,41.846,13021.664451599121,logs_fig15/BIDE+_D50C20T20N2.5S6I2_0.3_run2_20260129_132539.log
D50C20T20N2.5S6I2,30%,BIDE+,measured,1,20260129_132539,D50C20T20N2.5S6I2_0.3_group,OK,351,40.978,40.978,12720.502738952637,logs_fig15/BIDE+_D50C20T20N2.5S6I2_0.3_run1_20260129_132539.log
D50C20T20N2.5S6I10,30%,TriBack-Clo,warmup,1,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,20.875,20.875,442.53855895996094,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S6I10_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S6I10,30%,TriBack-Clo,measured,3,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,21.016,21.016,420.81129455566406,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S6I10_0.3_run3_20260129_132539.log
D50C20T20N2.5S6I10,30%,TriBack-Clo,measured,2,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,22.444,22.444,442.5647964477539,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S6I10_0.3_run2_20260129_132539.log
D50C20T20N2.5S6I10,30%,TriBack-Clo,measured,1,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,22.372,22.372,443.0492630004883,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S6I10_0.3_run1_20260129_132539.log
D50C20T20N2.5S6I10,30%,CloSpan,warmup,1,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,52.171,52.171,8883.587585449219,logs_fig15/CloSpan_D50C20T20N2.5S6I10_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S6I10,30%,CloSpan,measured,3,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,50.554,50.554,8847.068771362305,logs_fig15/CloSpan_D50C20T20N2.5S6I10_0.3_run3_20260129_132539.log
D50C20T20N2.5S6I10,30%,CloSpan,measured,2,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,51.978,51.978,8848.678909301758,logs_fig15/CloSpan_D50C20T20N2.5S6I10_0.3_run2_20260129_132539.log
D50C20T20N2.5S6I10,30%,CloSpan,measured,1,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,52.376,52.376,9806.88525390625,logs_fig15/CloSpan_D50C20T20N2.5S6I10_0.3_run1_20260129_132539.log
D50C20T20N2.5S6I10,30%,CloFast,warmup,1,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,,,18574.145317077637,logs_fig15/CloFast_D50C20T20N2.5S6I10_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S6I10,30%,CloFast,measured,3,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,,,11567.888946533203,logs_fig15/CloFast_D50C20T20N2.5S6I10_0.3_run3_20260129_132539.log
D50C20T20N2.5S6I10,30%,CloFast,measured,2,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,,,16591.520599365234,logs_fig15/CloFast_D50C20T20N2.5S6I10_0.3_run2_20260129_132539.log
D50C20T20N2.5S6I10,30%,CloFast,measured,1,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,,,16585.78798675537,logs_fig15/CloFast_D50C20T20N2.5S6I10_0.3_run1_20260129_132539.log
D50C20T20N2.5S6I10,30%,ClaSP,warmup,1,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,124.171,124.171,10266.221351623535,logs_fig15/ClaSP_D50C20T20N2.5S6I10_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S6I10,30%,ClaSP,measured,3,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,126.178,126.178,9294.823341369629,logs_fig15/ClaSP_D50C20T20N2.5S6I10_0.3_run3_20260129_132539.log
D50C20T20N2.5S6I10,30%,ClaSP,measured,2,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,131.493,131.493,12222.545356750488,logs_fig15/ClaSP_D50C20T20N2.5S6I10_0.3_run2_20260129_132539.log
D50C20T20N2.5S6I10,30%,ClaSP,measured,1,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,128.784,128.784,22088.777961730957,logs_fig15/ClaSP_D50C20T20N2.5S6I10_0.3_run1_20260129_132539.log
D50C20T20N2.5S6I10,30%,BIDE+,warmup,1,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,23.94,23.94,12228.582946777344,logs_fig15/BIDE+_D50C20T20N2.5S6I10_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S6I10,30%,BIDE+,measured,3,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,23.631,23.631,12112.717231750488,logs_fig15/BIDE+_D50C20T20N2.5S6I10_0.3_run3_20260129_132539.log
D50C20T20N2.5S6I10,30%,BIDE+,measured,2,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,23.947,23.947,12438.670684814453,logs_fig15/BIDE+_D50C20T20N2.5S6I10_0.3_run2_20260129_132539.log
D50C20T20N2.5S6I10,30%,BIDE+,measured,1,20260129_132539,D50C20T20N2.5S6I10_0.3_group,OK,259,24.203,24.203,12432.516036987305,logs_fig15/BIDE+_D50C20T20N2.5S6I10_0.3_run1_20260129_132539.log
D50C20T20N2.5S4I6,30%,TriBack-Clo,warmup,1,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,26.636,26.636,506.8401336669922,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S4I6_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S4I6,30%,TriBack-Clo,measured,3,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,26.909,26.909,475.8026351928711,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S4I6_0.3_run3_20260129_132539.log
D50C20T20N2.5S4I6,30%,TriBack-Clo,measured,2,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,25.024,25.024,506.22000885009766,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S4I6_0.3_run2_20260129_132539.log
D50C20T20N2.5S4I6,30%,TriBack-Clo,measured,1,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,24.754,24.754,475.9820556640625,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S4I6_0.3_run1_20260129_132539.log
D50C20T20N2.5S4I6,30%,CloSpan,warmup,1,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,58.929,58.929,1024.4630813598633,logs_fig15/CloSpan_D50C20T20N2.5S4I6_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S4I6,30%,CloSpan,measured,3,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,52.329,52.329,2567.0357666015625,logs_fig15/CloSpan_D50C20T20N2.5S4I6_0.3_run3_20260129_132539.log
D50C20T20N2.5S4I6,30%,CloSpan,measured,2,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,59.588,59.588,698.074836730957,logs_fig15/CloSpan_D50C20T20N2.5S4I6_0.3_run2_20260129_132539.log
D50C20T20N2.5S4I6,30%,CloSpan,measured,1,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,55.51,55.51,10672.076843261719,logs_fig15/CloSpan_D50C20T20N2.5S4I6_0.3_run1_20260129_132539.log
D50C20T20N2.5S4I6,30%,CloFast,warmup,1,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,,,15477.691291809082,logs_fig15/CloFast_D50C20T20N2.5S4I6_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S4I6,30%,CloFast,measured,3,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,,,23934.020874023438,logs_fig15/CloFast_D50C20T20N2.5S4I6_0.3_run3_20260129_132539.log
D50C20T20N2.5S4I6,30%,CloFast,measured,2,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,,,18486.591514587402,logs_fig15/CloFast_D50C20T20N2.5S4I6_0.3_run2_20260129_132539.log
D50C20T20N2.5S4I6,30%,CloFast,measured,1,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,,,16087.631721496582,logs_fig15/CloFast_D50C20T20N2.5S4I6_0.3_run1_20260129_132539.log
D50C20T20N2.5S4I6,30%,ClaSP,warmup,1,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,158.402,158.402,10293.543991088867,logs_fig15/ClaSP_D50C20T20N2.5S4I6_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S4I6,30%,ClaSP,measured,3,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,161.001,161.001,23108.724296569824,logs_fig15/ClaSP_D50C20T20N2.5S4I6_0.3_run3_20260129_132539.log
D50C20T20N2.5S4I6,30%,ClaSP,measured,2,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,161.476,161.476,20173.954132080078,logs_fig15/ClaSP_D50C20T20N2.5S4I6_0.3_run2_20260129_132539.log
D50C20T20N2.5S4I6,30%,ClaSP,measured,1,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,159.328,159.328,23374.035049438477,logs_fig15/ClaSP_D50C20T20N2.5S4I6_0.3_run1_20260129_132539.log
D50C20T20N2.5S4I6,30%,BIDE+,warmup,1,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,29.176,29.176,8847.442039489746,logs_fig15/BIDE+_D50C20T20N2.5S4I6_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S4I6,30%,BIDE+,measured,3,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,30.01,30.01,8995.282272338867,logs_fig15/BIDE+_D50C20T20N2.5S4I6_0.3_run3_20260129_132539.log
D50C20T20N2.5S4I6,30%,BIDE+,measured,2,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,30.256,30.256,12148.325172424316,logs_fig15/BIDE+_D50C20T20N2.5S4I6_0.3_run2_20260129_132539.log
D50C20T20N2.5S4I6,30%,BIDE+,measured,1,20260129_132539,D50C20T20N2.5S4I6_0.3_group,OK,288,30.168,30.168,8402.172508239746,logs_fig15/BIDE+_D50C20T20N2.5S4I6_0.3_run1_20260129_132539.log
D50C20T20N2.5S2I6,30%,TriBack-Clo,warmup,1,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,28.739,28.739,519.8661727905273,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S2I6_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S2I6,30%,TriBack-Clo,measured,3,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,27.223,27.223,496.1821975708008,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S2I6_0.3_run3_20260129_132539.log
D50C20T20N2.5S2I6,30%,TriBack-Clo,measured,2,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,28.249,28.249,442.2498779296875,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S2I6_0.3_run2_20260129_132539.log
D50C20T20N2.5S2I6,30%,TriBack-Clo,measured,1,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,28.374,28.374,457.19112396240234,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S2I6_0.3_run1_20260129_132539.log
D50C20T20N2.5S2I6,30%,CloSpan,warmup,1,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,63.449,63.449,9820.736465454102,logs_fig15/CloSpan_D50C20T20N2.5S2I6_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S2I6,30%,CloSpan,measured,3,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,66.096,66.096,7774.086891174316,logs_fig15/CloSpan_D50C20T20N2.5S2I6_0.3_run3_20260129_132539.log
D50C20T20N2.5S2I6,30%,CloSpan,measured,2,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,63.792,63.792,6992.368225097656,logs_fig15/CloSpan_D50C20T20N2.5S2I6_0.3_run2_20260129_132539.log
D50C20T20N2.5S2I6,30%,CloSpan,measured,1,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,65.632,65.632,9387.722640991211,logs_fig15/CloSpan_D50C20T20N2.5S2I6_0.3_run1_20260129_132539.log
D50C20T20N2.5S2I6,30%,CloFast,warmup,1,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,,,15809.590965270996,logs_fig15/CloFast_D50C20T20N2.5S2I6_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S2I6,30%,CloFast,measured,3,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,,,15646.167129516602,logs_fig15/CloFast_D50C20T20N2.5S2I6_0.3_run3_20260129_132539.log
D50C20T20N2.5S2I6,30%,CloFast,measured,2,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,,,14783.980308532715,logs_fig15/CloFast_D50C20T20N2.5S2I6_0.3_run2_20260129_132539.log
D50C20T20N2.5S2I6,30%,CloFast,measured,1,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,,,15927.446327209473,logs_fig15/CloFast_D50C20T20N2.5S2I6_0.3_run1_20260129_132539.log
D50C20T20N2.5S2I6,30%,ClaSP,warmup,1,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,164.844,164.844,16344.072128295898,logs_fig15/ClaSP_D50C20T20N2.5S2I6_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S2I6,30%,ClaSP,measured,3,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,167.065,167.065,15943.460105895996,logs_fig15/ClaSP_D50C20T20N2.5S2I6_0.3_run3_20260129_132539.log
D50C20T20N2.5S2I6,30%,ClaSP,measured,2,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,168.347,168.347,16494.249130249023,logs_fig15/ClaSP_D50C20T20N2.5S2I6_0.3_run2_20260129_132539.log
D50C20T20N2.5S2I6,30%,ClaSP,measured,1,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,170.305,170.305,13136.001991271973,logs_fig15/ClaSP_D50C20T20N2.5S2I6_0.3_run1_20260129_132539.log
D50C20T20N2.5S2I6,30%,BIDE+,warmup,1,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,34.28,34.28,12076.470832824707,logs_fig15/BIDE+_D50C20T20N2.5S2I6_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S2I6,30%,BIDE+,measured,3,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,34.157,34.157,12039.852767944336,logs_fig15/BIDE+_D50C20T20N2.5S2I6_0.3_run3_20260129_132539.log
D50C20T20N2.5S2I6,30%,BIDE+,measured,2,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,34.195,34.195,12081.238296508789,logs_fig15/BIDE+_D50C20T20N2.5S2I6_0.3_run2_20260129_132539.log
D50C20T20N2.5S2I6,30%,BIDE+,measured,1,20260129_132539,D50C20T20N2.5S2I6_0.3_group,OK,310,34.532,34.532,12213.674674987793,logs_fig15/BIDE+_D50C20T20N2.5S2I6_0.3_run1_20260129_132539.log
D50C20T20N2.5S10I6,30%,TriBack-Clo,warmup,1,20260129_132539,D50C20T20N2.5S10I6_0.3_group,OK,261,23.739,23.739,504.41957092285156,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S10I6_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S10I6,30%,TriBack-Clo,measured,3,20260129_132539,D50C20T20N2.5S10I6_0.3_group,OK,261,23.083,23.083,454.02457427978516,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S10I6_0.3_run3_20260129_132539.log
D50C20T20N2.5S10I6,30%,TriBack-Clo,measured,2,20260129_132539,D50C20T20N2.5S10I6_0.3_group,OK,261,23.603,23.603,434.2655715942383,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S10I6_0.3_run2_20260129_132539.log
D50C20T20N2.5S10I6,30%,TriBack-Clo,measured,1,20260129_132539,D50C20T20N2.5S10I6_0.3_group,OK,261,23.363,23.363,450.7158966064453,logs_fig15/TriBack-Clo-Java_D50C20T20N2.5S10I6_0.3_run1_20260129_132539.log
D50C20T20N2.5S10I6,30%,CloSpan,warmup,1,20260129_132539,D50C20T20N2.5S10I6_0.3_group,OK,261,52.997,52.997,10567.011825561523,logs_fig15/CloSpan_D50C20T20N2.5S10I6_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S10I6,30%,CloSpan,measured,3,20260129_132539,D50C20T20N2.5S10I6_0.3_group,OK,261,52.96,52.96,9384.457809448242,logs_fig15/CloSpan_D50C20T20N2.5S10I6_0.3_run3_20260129_132539.log
D50C20T20N2.5S10I6,30%,CloSpan,measured,2,20260129_132539,D50C20T20N2.5S10I6_0.3_group,OK,261,54.875,54.875,10353.10863494873,logs_fig15/CloSpan_D50C20T20N2.5S10I6_0.3_run2_20260129_132539.log
D50C20T20N2.5S10I6,30%,CloSpan,measured,1,20260129_132539,D50C20T20N2.5S10I6_0.3_group,OK,261,52.424,52.424,9617.08211517334,logs_fig15/CloSpan_D50C20T20N2.5S10I6_0.3_run1_20260129_132539.log
D50C20T20N2.5S10I6,30%,CloFast,warmup,1,20260129_132539,D50C20T20N2.5S10I6_0.3_group,OK,261,,,17269.48020172119,logs_fig15/CloFast_D50C20T20N2.5S10I6_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S10I6,30%,CloFast,measured,3,20260129_132539,D50C20T20N2.5S10I6_0.3_group,OK,261,,,12333.660301208496,logs_fig15/CloFast_D50C20T20N2.5S10I6_0.3_run3_20260129_132539.log
D50C20T20N2.5S10I6,30%,CloFast,measured,2,20260129_132539,D50C20T20N2.5S10I6_0.3_group,OK,261,,,9393.203384399414,logs_fig15/CloFast_D50C20T20N2.5S10I6_0.3_run2_20260129_132539.log
D50C20T20N2.5S10I6,30%,CloFast,measured,1,20260129_132539,D50C20T20N2.5S10I6_0.3_group,OK,261,,,10751.014999389648,logs_fig15/CloFast_D50C20T20N2.5S10I6_0.3_run1_20260129_132539.log
D50C20T20N2.5S10I6,30%,ClaSP,warmup,1,20260129_132539,D50C20T20N2.5S10I6_0.3_group,OK,261,129.447,129.447,11258.334991455078,logs_fig15/ClaSP_D50C20T20N2.5S10I6_0.3_runwarmup1_20260129_132539.log
D50C20T20N2.5S10I6,30%,ClaSP,measured,3,20260129_132539,D50C20T20N2.5S10I6_0.3_group,OK,261,128.306,128.306,18789.925384521484,logs_fig15/ClaSP_D50C20T20N2.5S10I6_0.3_run3_20260129_132539.log
D50C20T20N2.5S10I6,30%,ClaSP,measured,2,20260129_132539,D50C20T20N2.5S10I6_0.3_group,OK,261,126.391,126.391,19036.6460647583,logs_fig15/ClaSP_D50C20T20N2.5S10I6_0.3_run2_20260129_132539.log
