dataset,minsup,algorithm,run_type,run_id,campaign_id,group,status,patterns,mining_s,wall_s,external_mem_mb,log_path
D5N1,2%,TriBack-Clo,measured,2,20260114_165858,D5N1_0.02_group,OK,41994,8.32,8.32,177.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.02_run2_20260114_165858.log
D5N1,2%,TriBack-Clo,measured,1,20260114_165858,D5N1_0.02_group,OK,41994,8.464,8.464,177.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.02_run1_20260114_165858.log
D5N1,2%,CloSpan,warmup,1,20260114_165858,D5N1_0.02_group,OK,41994,64.496,64.496,8224.873695373535,logs_itemsets/CloSpan_D5N1_0.02_runwarmup1_20260114_165858.log
D5N1,2%,CloSpan,measured,3,20260114_165858,D5N1_0.02_group,OK,41994,64.025,64.025,9392.381874084473,logs_itemsets/CloSpan_D5N1_0.02_run3_20260114_165858.log
D5N1,2%,CloSpan,measured,2,20260114_165858,D5N1_0.02_group,OK,41994,65.902,65.902,9390.124221801758,logs_itemsets/CloSpan_D5N1_0.02_run2_20260114_165858.log
D5N1,2%,CloSpan,measured,1,20260114_165858,D5N1_0.02_group,OK,41994,65.763,65.763,9420.587715148926,logs_itemsets/CloSpan_D5N1_0.02_run1_20260114_165858.log
D5N1,2%,CloFast,warmup,1,20260114_165858,D5N1_0.02_group,OK,41994,,,6304.234184265137,logs_itemsets/CloFast_D5N1_0.02_runwarmup1_20260114_165858.log
D5N1,2%,CloFast,measured,3,20260114_165858,D5N1_0.02_group,OK,41994,,,10387.253273010254,logs_itemsets/CloFast_D5N1_0.02_run3_20260114_165858.log
D5N1,2%,CloFast,measured,2,20260114_165858,D5N1_0.02_group,OK,41994,,,2922.6476974487305,logs_itemsets/CloFast_D5N1_0.02_run2_20260114_165858.log
D5N1,2%,CloFast,measured,1,20260114_165858,D5N1_0.02_group,OK,41994,,,8385.957229614258,logs_itemsets/CloFast_D5N1_0.02_run1_20260114_165858.log
D5N1,2%,ClaSP,warmup,1,20260114_165858,D5N1_0.02_group,OK,41994,143.679,143.679,10170.268455505371,logs_itemsets/ClaSP_D5N1_0.02_runwarmup1_20260114_165858.log
D5N1,2%,ClaSP,measured,3,20260114_165858,D5N1_0.02_group,OK,41994,144.857,144.857,1886.658561706543,logs_itemsets/ClaSP_D5N1_0.02_run3_20260114_165858.log
D5N1,2%,ClaSP,measured,2,20260114_165858,D5N1_0.02_group,OK,41994,142.048,142.048,4227.8969802856445,logs_itemsets/ClaSP_D5N1_0.02_run2_20260114_165858.log
D5N1,2%,ClaSP,measured,1,20260114_165858,D5N1_0.02_group,OK,41994,142.192,142.192,3932.266212463379,logs_itemsets/ClaSP_D5N1_0.02_run1_20260114_165858.log
D5N1,2%,BIDE+,warmup,1,20260114_165858,D5N1_0.02_group,OK,41904,44.383,44.383,9814.618064880371,logs_itemsets/BIDE+_D5N1_0.02_runwarmup1_20260114_165858.log
D5N1,2%,BIDE+,measured,3,20260114_165858,D5N1_0.02_group,OK,41904,44.918,44.918,9814.436897277832,logs_itemsets/BIDE+_D5N1_0.02_run3_20260114_165858.log
D5N1,2%,BIDE+,measured,2,20260114_165858,D5N1_0.02_group,OK,41904,45.209,45.209,9814.622573852539,logs_itemsets/BIDE+_D5N1_0.02_run2_20260114_165858.log
D5N1,2%,BIDE+,measured,1,20260114_165858,D5N1_0.02_group,OK,41904,44.675,44.675,9814.17830657959,logs_itemsets/BIDE+_D5N1_0.02_run1_20260114_165858.log
D5N1,1.5%,TriBack-Clo,warmup,1,20260114_165858,D5N1_0.015_group,OK,81858,12.038,12.038,177.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.015_runwarmup1_20260114_165858.log
D5N1,1.5%,TriBack-Clo,measured,3,20260114_165858,D5N1_0.015_group,OK,81858,12.657,12.657,177.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.015_run3_20260114_165858.log
D5N1,1.5%,TriBack-Clo,measured,2,20260114_165858,D5N1_0.015_group,OK,81858,13.168,13.168,177.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.015_run2_20260114_165858.log
D5N1,1.5%,TriBack-Clo,measured,1,20260114_165858,D5N1_0.015_group,OK,81858,12.821,12.821,177.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.015_run1_20260114_165858.log
D5N1,1.5%,CloSpan,warmup,1,20260114_165858,D5N1_0.015_group,OK,81858,103.665,103.665,8076.449295043945,logs_itemsets/CloSpan_D5N1_0.015_runwarmup1_20260114_165858.log
D5N1,1.5%,CloSpan,measured,3,20260114_165858,D5N1_0.015_group,OK,81858,103.678,103.678,8045.535781860352,logs_itemsets/CloSpan_D5N1_0.015_run3_20260114_165858.log
D5N1,1.5%,CloSpan,measured,2,20260114_165858,D5N1_0.015_group,OK,81858,103.98,103.98,8077.487258911133,logs_itemsets/CloSpan_D5N1_0.015_run2_20260114_165858.log
D5N1,1.5%,CloSpan,measured,1,20260114_165858,D5N1_0.015_group,OK,81858,103.552,103.552,8107.310935974121,logs_itemsets/CloSpan_D5N1_0.015_run1_20260114_165858.log
D5N1,1.5%,CloFast,warmup,1,20260114_165858,D5N1_0.015_group,OK,81858,,,21937.97080230713,logs_itemsets/CloFast_D5N1_0.015_runwarmup1_20260114_165858.log
D5N1,1.5%,CloFast,measured,3,20260114_165858,D5N1_0.015_group,OK,81858,,,12197.17546081543,logs_itemsets/CloFast_D5N1_0.015_run3_20260114_165858.log
D5N1,1.5%,CloFast,measured,2,20260114_165858,D5N1_0.015_group,OK,81858,,,4347.745193481445,logs_itemsets/CloFast_D5N1_0.015_run2_20260114_165858.log
D5N1,1.5%,CloFast,measured,1,20260114_165858,D5N1_0.015_group,OK,81858,,,22684.709243774414,logs_itemsets/CloFast_D5N1_0.015_run1_20260114_165858.log
D5N1,1.5%,ClaSP,warmup,1,20260114_165858,D5N1_0.015_group,OK,81858,231.825,231.825,3343.710380554199,logs_itemsets/ClaSP_D5N1_0.015_runwarmup1_20260114_165858.log
D5N1,1.5%,ClaSP,measured,3,20260114_165858,D5N1_0.015_group,OK,81858,234.722,234.722,9368.617240905762,logs_itemsets/ClaSP_D5N1_0.015_run3_20260114_165858.log
D5N1,1.5%,ClaSP,measured,2,20260114_165858,D5N1_0.015_group,OK,81858,237.006,237.006,10024.948585510254,logs_itemsets/ClaSP_D5N1_0.015_run2_20260114_165858.log
D5N1,1.5%,ClaSP,measured,1,20260114_165858,D5N1_0.015_group,OK,81858,232.596,232.596,5661.359474182129,logs_itemsets/ClaSP_D5N1_0.015_run1_20260114_165858.log
D5N1,1.5%,BIDE+,warmup,1,20260114_165858,D5N1_0.015_group,OK,81664,68.083,68.083,9814.034782409668,logs_itemsets/BIDE+_D5N1_0.015_runwarmup1_20260114_165858.log
D5N1,1.5%,BIDE+,measured,3,20260114_165858,D5N1_0.015_group,OK,81664,67.571,67.571,9813.929710388184,logs_itemsets/BIDE+_D5N1_0.015_run3_20260114_165858.log
D5N1,1.5%,BIDE+,measured,2,20260114_165858,D5N1_0.015_group,OK,81664,68.11,68.11,9813.940521240234,logs_itemsets/BIDE+_D5N1_0.015_run2_20260114_165858.log
D5N1,1.5%,BIDE+,measured,1,20260114_165858,D5N1_0.015_group,OK,81664,67.28,67.28,9813.723907470703,logs_itemsets/BIDE+_D5N1_0.015_run1_20260114_165858.log
D5N1,1%,TriBack-Clo,warmup,1,20260114_165858,D5N1_0.01_group,OK,226779,24.456,24.456,193.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.01_runwarmup1_20260114_165858.log
D5N1,1%,TriBack-Clo,measured,3,20260114_165858,D5N1_0.01_group,OK,226779,24.406,24.406,193.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.01_run3_20260114_165858.log
D5N1,1%,TriBack-Clo,measured,2,20260114_165858,D5N1_0.01_group,OK,226779,24.311,24.311,193.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.01_run2_20260114_165858.log
D5N1,1%,TriBack-Clo,measured,1,20260114_165858,D5N1_0.01_group,OK,226779,23.606,23.606,193.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.01_run1_20260114_165858.log
D5N1,1%,CloSpan,warmup,1,20260114_165858,D5N1_0.01_group,OK,226779,203.148,203.148,1494.9131469726562,logs_itemsets/CloSpan_D5N1_0.01_runwarmup1_20260114_165858.log
D5N1,1%,CloSpan,measured,3,20260114_165858,D5N1_0.01_group,OK,226779,202.679,202.679,7155.473457336426,logs_itemsets/CloSpan_D5N1_0.01_run3_20260114_165858.log
D5N1,1%,CloSpan,measured,2,20260114_165858,D5N1_0.01_group,OK,226779,199.514,199.514,6065.80924987793,logs_itemsets/CloSpan_D5N1_0.01_run2_20260114_165858.log
D5N1,1%,CloSpan,measured,1,20260114_165858,D5N1_0.01_group,OK,226779,201.813,201.813,2292.8196411132812,logs_itemsets/CloSpan_D5N1_0.01_run1_20260114_165858.log
D5N1,1%,CloFast,warmup,1,20260114_165858,D5N1_0.01_group,OK,,,,,logs_itemsets/CloFast_D5N1_0.01_runwarmup1_20260114_165858.log
D5N1,1%,CloFast,measured,1,20260114_165858,D5N1_0.01_group,OK,,,,,logs_itemsets/CloFast_D5N1_0.01_run1_20260114_165858.log
D5N1,1%,ClaSP,warmup,1,20260114_165858,D5N1_0.01_group,OK,226779,463.162,463.162,10547.4623336792,logs_itemsets/ClaSP_D5N1_0.01_runwarmup1_20260114_165858.log
D5N1,1%,ClaSP,measured,3,20260114_165858,D5N1_0.01_group,OK,226779,468.496,468.496,9467.755500793457,logs_itemsets/ClaSP_D5N1_0.01_run3_20260114_165858.log
D5N1,1%,ClaSP,measured,2,20260114_165858,D5N1_0.01_group,OK,226779,466.259,466.259,5496.572639465332,logs_itemsets/ClaSP_D5N1_0.01_run2_20260114_165858.log
D5N1,1%,ClaSP,measured,1,20260114_165858,D5N1_0.01_group,OK,226779,463.781,463.781,10111.434288024902,logs_itemsets/ClaSP_D5N1_0.01_run1_20260114_165858.log
D5N1,1%,BIDE+,warmup,1,20260114_165858,D5N1_0.01_group,OK,226359,136.218,136.218,9814.275611877441,logs_itemsets/BIDE+_D5N1_0.01_runwarmup1_20260114_165858.log
D5N1,1%,BIDE+,measured,3,20260114_165858,D5N1_0.01_group,OK,226359,137.603,137.603,9813.913772583008,logs_itemsets/BIDE+_D5N1_0.01_run3_20260114_165858.log
D5N1,1%,BIDE+,measured,2,20260114_165858,D5N1_0.01_group,OK,226359,137.653,137.653,9814.494453430176,logs_itemsets/BIDE+_D5N1_0.01_run2_20260114_165858.log
D5N1,1%,BIDE+,measured,1,20260114_165858,D5N1_0.01_group,OK,226359,137.145,137.145,9814.250297546387,logs_itemsets/BIDE+_D5N1_0.01_run1_20260114_165858.log
D5N1,0.8%,TriBack-Clo,warmup,1,20260114_165858,D5N1_0.008_group,OK,416432,36.337,36.337,209.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.008_runwarmup1_20260114_165858.log
D5N1,0.8%,TriBack-Clo,measured,3,20260114_165858,D5N1_0.008_group,OK,416432,36.257,36.257,209.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.008_run3_20260114_165858.log
D5N1,0.8%,TriBack-Clo,measured,2,20260114_165858,D5N1_0.008_group,OK,416432,37.344,37.344,209.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.008_run2_20260114_165858.log
D5N1,0.8%,TriBack-Clo,measured,1,20260114_165858,D5N1_0.008_group,OK,416432,37.116,37.116,209.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.008_run1_20260114_165858.log
D5N1,0.8%,CloSpan,warmup,1,20260114_165858,D5N1_0.008_group,OK,416432,283.434,283.434,8471.184219360352,logs_itemsets/CloSpan_D5N1_0.008_runwarmup1_20260114_165858.log
D5N1,0.8%,CloSpan,measured,3,20260114_165858,D5N1_0.008_group,OK,416432,294.335,294.335,8490.822364807129,logs_itemsets/CloSpan_D5N1_0.008_run3_20260114_165858.log
D5N1,0.8%,CloSpan,measured,2,20260114_165858,D5N1_0.008_group,OK,416432,291.904,291.904,8488.039337158203,logs_itemsets/CloSpan_D5N1_0.008_run2_20260114_165858.log
D5N1,0.8%,CloSpan,measured,1,20260114_165858,D5N1_0.008_group,OK,416432,294.318,294.318,8427.425704956055,logs_itemsets/CloSpan_D5N1_0.008_run1_20260114_165858.log
D5N1,0.8%,CloFast,warmup,1,20260114_165858,D5N1_0.008_group,OK,,,,,logs_itemsets/CloFast_D5N1_0.008_runwarmup1_20260114_165858.log
D5N1,0.8%,CloFast,measured,1,20260114_165858,D5N1_0.008_group,OK,,,,,logs_itemsets/CloFast_D5N1_0.008_run1_20260114_165858.log
D5N1,0.8%,ClaSP,warmup,1,20260114_165858,D5N1_0.008_group,OK,416432,628.434,628.434,15533.396751403809,logs_itemsets/ClaSP_D5N1_0.008_runwarmup1_20260114_165858.log
D5N1,0.8%,ClaSP,measured,3,20260114_165858,D5N1_0.008_group,OK,416432,622.96,622.96,15035.985458374023,logs_itemsets/ClaSP_D5N1_0.008_run3_20260114_165858.log
D5N1,0.8%,ClaSP,measured,2,20260114_165858,D5N1_0.008_group,OK,416432,625.487,625.487,15980.249153137207,logs_itemsets/ClaSP_D5N1_0.008_run2_20260114_165858.log
D5N1,0.8%,ClaSP,measured,1,20260114_165858,D5N1_0.008_group,OK,416432,629.093,629.093,8285.829849243164,logs_itemsets/ClaSP_D5N1_0.008_run1_20260114_165858.log
D5N1,0.8%,BIDE+,warmup,1,20260114_165858,D5N1_0.008_group,OK,415750,212.68,212.68,9814.149360656738,logs_itemsets/BIDE+_D5N1_0.008_runwarmup1_20260114_165858.log
D5N1,0.8%,BIDE+,measured,3,20260114_165858,D5N1_0.008_group,OK,415750,234.272,234.272,9814.057052612305,logs_itemsets/BIDE+_D5N1_0.008_run3_20260114_165858.log
D5N1,0.8%,BIDE+,measured,2,20260114_165858,D5N1_0.008_group,OK,415750,210.059,210.059,9813.979629516602,logs_itemsets/BIDE+_D5N1_0.008_run2_20260114_165858.log
D5N1,0.8%,BIDE+,measured,1,20260114_165858,D5N1_0.008_group,OK,415750,210.836,210.836,9814.05152130127,logs_itemsets/BIDE+_D5N1_0.008_run1_20260114_165858.log
D5N1,0.6%,TriBack-Clo,warmup,1,20260114_165858,D5N1_0.006_group,OK,933146,62.108,62.108,241.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.006_runwarmup1_20260114_165858.log
D5N1,0.6%,TriBack-Clo,measured,3,20260114_165858,D5N1_0.006_group,OK,933146,61.832,61.832,241.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.006_run3_20260114_165858.log
D5N1,0.6%,TriBack-Clo,measured,2,20260114_165858,D5N1_0.006_group,OK,933146,61.836,61.836,241.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.006_run2_20260114_165858.log
D5N1,0.6%,TriBack-Clo,measured,1,20260114_165858,D5N1_0.006_group,OK,933146,62.253,62.253,241.43354034423828,logs_itemsets/TriBack-Clo-Java_D5N1_0.006_run1_20260114_165858.log
D5N1,0.6%,CloSpan,warmup,1,20260114_165858,D5N1_0.006_group,OK,933146,499.43,499.43,3345.8531646728516,logs_itemsets/CloSpan_D5N1_0.006_runwarmup1_20260114_165858.log
D5N1,0.6%,CloSpan,measured,3,20260114_165858,D5N1_0.006_group,OK,933146,491.74,491.74,2964.540351867676,logs_itemsets/CloSpan_D5N1_0.006_run3_20260114_165858.log
D5N1,0.6%,CloSpan,measured,2,20260114_165858,D5N1_0.006_group,OK,933146,496.91,496.91,2953.462844848633,logs_itemsets/CloSpan_D5N1_0.006_run2_20260114_165858.log
D5N1,0.6%,CloSpan,measured,1,20260114_165858,D5N1_0.006_group,OK,933146,492.492,492.492,3061.5615463256836,logs_itemsets/CloSpan_D5N1_0.006_run1_20260114_165858.log
D5N1,0.6%,CloFast,warmup,1,20260114_165858,D5N1_0.006_group,OK,,,,,logs_itemsets/CloFast_D5N1_0.006_runwarmup1_20260114_165858.log
D5N1,0.6%,CloFast,measured,1,20260114_165858,D5N1_0.006_group,OK,,,,,logs_itemsets/CloFast_D5N1_0.006_run1_20260114_165858.log
D5N1,0.6%,ClaSP,warmup,1,20260114_165858,D5N1_0.006_group,OK,933146,951.31,951.31,16218.093421936035,logs_itemsets/ClaSP_D5N1_0.006_runwarmup1_20260114_165858.log
D5N1,0.6%,ClaSP,measured,3,20260114_165858,D5N1_0.006_group,OK,933146,932.322,932.322,17672.86449432373,logs_itemsets/ClaSP_D5N1_0.006_run3_20260114_165858.log
D5N1,0.6%,ClaSP,measured,2,20260114_165858,D5N1_0.006_group,OK,933146,944.717,944.717,17655.658645629883,logs_itemsets/ClaSP_D5N1_0.006_run2_20260114_165858.log
D5N1,0.6%,ClaSP,measured,1,20260114_165858,D5N1_0.006_group,OK,933146,954.798,954.798,13698.838317871094,logs_itemsets/ClaSP_D5N1_0.006_run1_20260114_165858.log
D5N1,0.6%,BIDE+,warmup,1,20260114_165858,D5N1_0.006_group,OK,932124,372.732,372.732,9814.047401428223,logs_itemsets/BIDE+_D5N1_0.006_runwarmup1_20260114_165858.log
D5N1,0.6%,BIDE+,measured,3,20260114_165858,D5N1_0.006_group,OK,932124,367.497,367.497,9813.732398986816,logs_itemsets/BIDE+_D5N1_0.006_run3_20260114_165858.log
D5N1,0.6%,BIDE+,measured,2,20260114_165858,D5N1_0.006_group,OK,932124,367.567,367.567,9813.675743103027,logs_itemsets/BIDE+_D5N1_0.006_run2_20260114_165858.log
D5N1,0.6%,BIDE+,measured,1,20260114_165858,D5N1_0.006_group,OK,932124,373.172,373.172,9813.90599822998,logs_itemsets/BIDE+_D5N1_0.006_run1_20260114_165858.log
D5N1,0.4%,TriBack-Clo,warmup,1,20260114_165858,D5N1_0.004_group,OK,2906522,532.405,532.405,801.4335403442383,logs_itemsets/TriBack-Clo-Java_D5N1_0.004_runwarmup1_20260114_165858.log
D5N1,0.4%,TriBack-Clo,measured,3,20260114_165858,D5N1_0.004_group,OK,2906522,533.219,533.219,801.4335403442383,logs_itemsets/TriBack-Clo-Java_D5N1_0.004_run3_20260114_165858.log
D5N1,0.4%,TriBack-Clo,measured,2,20260114_165858,D5N1_0.004_group,OK,2906522,534.811,534.811,801.4335403442383,logs_itemsets/TriBack-Clo-Java_D5N1_0.004_run2_20260114_165858.log
D5N1,0.4%,TriBack-Clo,measured,1,20260114_165858,D5N1_0.004_group,OK,2906522,534.157,534.157,801.4335403442383,logs_itemsets/TriBack-Clo-Java_D5N1_0.004_run1_20260114_165858.log
D5N1,0.4%,CloSpan,warmup,1,20260114_165858,D5N1_0.004_group,OK,,,,,logs_itemsets/CloSpan_D5N1_0.004_runwarmup1_20260114_165858.log
D5N1,0.4%,CloSpan,measured,1,20260114_165858,D5N1_0.004_group,OK,,,,,logs_itemsets/CloSpan_D5N1_0.004_run1_20260114_165858.log
D5N1,0.4%,CloFast,warmup,1,20260114_165858,D5N1_0.004_group,OK,,,,,logs_itemsets/CloFast_D5N1_0.004_runwarmup1_20260114_165858.log
D5N1,0.4%,CloFast,measured,1,20260114_165858,D5N1_0.004_group,OK,,,,,logs_itemsets/CloFast_D5N1_0.004_run1_20260114_165858.log
D5N1,0.4%,ClaSP,warmup,1,20260114_165858,D5N1_0.004_group,OOM,,,,,logs_itemsets/ClaSP_D5N1_0.004_runwarmup1_20260114_165858.log
D5N1,0.4%,ClaSP,measured,1,20260114_165858,D5N1_0.004_group,OOM,,,,,logs_itemsets/ClaSP_D5N1_0.004_run1_20260114_165858.log
D5N1,0.4%,BIDE+,warmup,1,20260114_165858,D5N1_0.004_group,OK,2946122,881.864,881.864,9814.593467712402,logs_itemsets/BIDE+_D5N1_0.004_runwarmup1_20260114_165858.log
D5N1,0.4%,BIDE+,measured,3,20260114_165858,D5N1_0.004_group,OK,2946122,886.72,886.72,9814.164642333984,logs_itemsets/BIDE+_D5N1_0.004_run3_20260114_165858.log
D5N1,0.4%,BIDE+,measured,2,20260114_165858,D5N1_0.004_group,OK,2946122,903.51,903.51,9814.447212219238,logs_itemsets/BIDE+_D5N1_0.004_run2_20260114_165858.log
D5N1,0.4%,BIDE+,measured,1,20260114_165858,D5N1_0.004_group,OK,2946122,918.099,918.099,9814.162498474121,logs_itemsets/BIDE+_D5N1_0.004_run1_20260114_165858.log
D5N1,0.2%,TriBack-Clo,warmup,1,20260114_165858,D5N1_0.002_group,OK,,,,,logs_itemsets/TriBack-Clo-Java_D5N1_0.002_runwarmup1_20260114_165858.log
D5N1,0.2%,TriBack-Clo,measured,1,20260114_165858,D5N1_0.002_group,OK,,,,,logs_itemsets/TriBack-Clo-Java_D5N1_0.002_run1_20260114_165858.log
D5N1,0.2%,CloSpan,warmup,1,20260114_165858,D5N1_0.002_group,OK,,,,,logs_itemsets/CloSpan_D5N1_0.002_runwarmup1_20260114_165858.log
D5N1,0.2%,CloSpan,measured,1,20260114_165858,D5N1_0.002_group,OK,,,,,logs_itemsets/CloSpan_D5N1_0.002_run1_20260114_165858.log
D5N1,0.2%,CloFast,warmup,1,20260114_165858,D5N1_0.002_group,OK,,,,,logs_itemsets/CloFast_D5N1_0.002_runwarmup1_20260114_165858.log
D5N1,0.2%,CloFast,measured,1,20260114_165858,D5N1_0.002_group,OK,,,,,logs_itemsets/CloFast_D5N1_0.002_run1_20260114_165858.log
D5N1,0.2%,ClaSP,warmup,1,20260114_165858,D5N1_0.002_group,OK,,,,,logs_itemsets/ClaSP_D5N1_0.002_runwarmup1_20260114_165858.log
D5N1,0.2%,ClaSP,measured,1,20260114_165858,D5N1_0.002_group,OK,,,,,logs_itemsets/ClaSP_D5N1_0.002_run1_20260114_165858.log
D5N1,0.2%,BIDE+,warmup,1,20260114_165858,D5N1_0.002_group,OK,,,,,logs_itemsets/BIDE+_D5N1_0.002_runwarmup1_20260114_165858.log
D5N1,0.2%,BIDE+,measured,1,20260114_165858,D5N1_0.002_group,OK,,,,,logs_itemsets/BIDE+_D5N1_0.002_run1_20260114_165858.log
D5N1,0.1%,TriBack-Clo,warmup,1,20260114_165858,D5N1_0.001_group,OK,,,,,logs_itemsets/TriBack-Clo-Java_D5N1_0.001_runwarmup1_20260114_165858.log
D5N1,0.1%,TriBack-Clo,measured,1,20260114_165858,D5N1_0.001_group,OK,,,,,logs_itemsets/TriBack-Clo-Java_D5N1_0.001_run1_20260114_165858.log
D5N1,0.1%,CloSpan,warmup,1,20260114_165858,D5N1_0.001_group,OK,,,,,logs_itemsets/CloSpan_D5N1_0.001_runwarmup1_20260114_165858.log
D5N1,0.1%,CloSpan,measured,1,20260114_165858,D5N1_0.001_group,OK,,,,,logs_itemsets/CloSpan_D5N1_0.001_run1_20260114_165858.log
D5N1,0.1%,CloFast,warmup,1,20260114_165858,D5N1_0.001_group,OK,,,,,logs_itemsets/CloFast_D5N1_0.001_runwarmup1_20260114_165858.log
D5N1,0.1%,CloFast,measured,1,20260114_165858,D5N1_0.001_group,OK,,,,,logs_itemsets/CloFast_D5N1_0.001_run1_20260114_165858.log
D5N1,0.1%,ClaSP,warmup,1,20260114_165858,D5N1_0.001_group,OK,,,,,logs_itemsets/ClaSP_D5N1_0.001_runwarmup1_20260114_165858.log
D5N1,0.1%,ClaSP,measured,1,20260114_165858,D5N1_0.001_group,OK,,,,,logs_itemsets/ClaSP_D5N1_0.001_run1_20260114_165858.log
D5N1,0.1%,BIDE+,warmup,1,20260114_165858,D5N1_0.001_group,OK,,,,,logs_itemsets/BIDE+_D5N1_0.001_runwarmup1_20260114_165858.log
D5N1,0.1%,BIDE+,measured,1,20260114_165858,D5N1_0.001_group,OK,,,,,logs_itemsets/BIDE+_D5N1_0.001_run1_20260114_165858.log
D50T40,40%,CloSpan,warmup,1,20260114_165858,D50T40_0.4_group,OK,5268,1997.488,1997.488,16386.88516998291,logs_itemsets/CloSpan_D50T40_0.4_runwarmup1_20260114_165858.log
D50T40,40%,CloSpan,measured,3,20260114_165858,D50T40_0.4_group,OK,5268,1984.741,1984.741,1647.041648864746,logs_itemsets/CloSpan_D50T40_0.4_run3_20260114_165858.log
D50T40,40%,CloSpan,measured,2,20260114_165858,D50T40_0.4_group,OK,5268,1971.09,1971.09,11497.625289916992,logs_itemsets/CloSpan_D50T40_0.4_run2_20260114_165858.log
D50T40,40%,CloSpan,measured,1,20260114_165858,D50T40_0.4_group,OK,5268,1992.263,1992.263,9899.359153747559,logs_itemsets/CloSpan_D50T40_0.4_run1_20260114_165858.log
D50T40,40%,CloFast,warmup,1,20260114_165858,D50T40_0.4_group,OK,5268,,,22521.213012695312,logs_itemsets/CloFast_D50T40_0.4_runwarmup1_20260114_165858.log
D50T40,40%,CloFast,measured,3,20260114_165858,D50T40_0.4_group,OK,5268,,,22924.152519226074,logs_itemsets/CloFast_D50T40_0.4_run3_20260114_165858.log
D50T40,40%,CloFast,measured,2,20260114_165858,D50T40_0.4_group,OK,5268,,,22694.65093231201,logs_itemsets/CloFast_D50T40_0.4_run2_20260114_165858.log
D50T40,40%,CloFast,measured,1,20260114_165858,D50T40_0.4_group,OK,5268,,,23443.819595336914,logs_itemsets/CloFast_D50T40_0.4_run1_20260114_165858.log
D50T40,40%,ClaSP,warmup,1,20260114_165858,D50T40_0.4_group,OK,5268,2050.092,2050.092,34768.0,logs_itemsets/ClaSP_D50T40_0.4_runwarmup1_20260114_165858.log
D50T40,40%,ClaSP,measured,3,20260114_165858,D50T40_0.4_group,OK,5268,2069.289,2069.289,28275.838821411133,logs_itemsets/ClaSP_D50T40_0.4_run3_20260114_165858.log
D50T40,40%,ClaSP,measured,2,20260114_165858,D50T40_0.4_group,OK,5268,2101.84,2101.84,26088.504356384277,logs_itemsets/ClaSP_D50T40_0.4_run2_20260114_165858.log
D50T40,40%,ClaSP,measured,1,20260114_165858,D50T40_0.4_group,OK,5268,2115.708,2115.708,33357.48610687256,logs_itemsets/ClaSP_D50T40_0.4_run1_20260114_165858.log
D50T40,40%,TriBack-Clo,warmup,1,20260112_221617,D50T40_0.4_group,OK,5268,809.714,809.714,1247.596420288086,logs_itemsets/TriBack-Clo-Java_D50T40_0.4_runwarmup1_20260112_221617.log
D50T40,40%,TriBack-Clo,measured,3,20260112_221617,D50T40_0.4_group,OK,5268,804.449,804.449,1252.064353942871,logs_itemsets/TriBack-Clo-Java_D50T40_0.4_run3_20260112_221617.log
D50T40,40%,TriBack-Clo,measured,2,20260112_221617,D50T40_0.4_group,OK,5268,808.383,808.383,1251.477409362793,logs_itemsets/TriBack-Clo-Java_D50T40_0.4_run2_20260112_221617.log
D50T40,40%,TriBack-Clo,measured,1,20260112_221617,D50T40_0.4_group,OK,5268,799.677,799.677,1261.1536331176758,logs_itemsets/TriBack-Clo-Java_D50T40_0.4_run1_20260112_221617.log
D50T40,40%,CloFast,warmup,1,20260112_221617,D50T40_0.4_group,OK,5268,,,11174.203033447266,logs_itemsets/CloFast_D50T40_0.4_runwarmup1_20260112_221617.log
D50T40,40%,CloFast,measured,2,20260112_221617,D50T40_0.4_group,OK,5268,,,28929.557014465332,logs_itemsets/CloFast_D50T40_0.4_run2_20260112_221617.log
D50T40,40%,CloFast,measured,1,20260112_221617,D50T40_0.4_group,OK,5268,,,27463.249641418457,logs_itemsets/CloFast_D50T40_0.4_run1_20260112_221617.log
D50T40,40%,BIDE+,warmup,1,20260112_221617,D50T40_0.4_group,OK,5268,3406.436,3406.436,19906.132667541504,logs_itemsets/BIDE+_D50T40_0.4_runwarmup1_20260112_221617.log
D50T40,40%,BIDE+,measured,3,20260112_221617,D50T40_0.4_group,OK,5268,3370.924,3370.924,20589.7099609375,logs_itemsets/BIDE+_D50T40_0.4_run3_20260112_221617.log
